gene,ensembl_id,CTRL_RG_detected_cells,CTRL_RG_detection_percentage,CTRL_IPC_detected_cells,CTRL_IPC_detection_percentage,CTRL_Young_detected_cells,CTRL_Young_detection_percentage
EMC6,ENSG00000127774,825,68.18181818181817,258,56.455142231947484,783,59.408194233687404
UBE2G1,ENSG00000132388,736,60.82644628099173,303,66.3019693654267,922,69.95447647951441
PSMB6,ENSG00000142507,1073,88.67768595041322,408,89.27789934354486,1170,88.77086494688923
PFN1,ENSG00000108518,1082,89.42148760330578,360,78.7746170678337,1084,82.24582701062215
SPAG7,ENSG00000091640,704,58.18181818181818,191,41.79431072210066,663,50.30349013657056
RABEP1,ENSG00000029725,868,71.73553719008264,342,74.83588621444201,1066,80.88012139605463
RPAIN,ENSG00000129197,1030,85.12396694214877,445,97.3741794310722,1279,97.04097116843703
C1QBP,ENSG00000108561,961,79.42148760330579,323,70.67833698030634,1098,83.30804248861912
TXNDC17,ENSG00000129235,700,57.85123966942148,248,54.26695842450766,907,68.81638846737481
RNASEK,ENSG00000219200,1117,92.31404958677686,431,94.31072210065645,1269,96.28224582701063
C17orf49,ENSG00000258315,804,66.44628099173553,262,57.330415754923415,937,71.09256449165402
GABARAP,ENSG00000170296,1195,98.7603305785124,454,99.34354485776805,1308,99.2412746585736
CTDNEP1,ENSG00000175826,645,53.30578512396694,230,50.32822757111597,760,57.66312594840668
TMEM256,ENSG00000205544,649,53.63636363636364,198,43.32603938730853,631,47.87556904400607
EIF4A1,ENSG00000161960,1206,99.6694214876033,457,100.0,1318,100.0
SAT2,ENSG00000141504,1008,83.30578512396694,392,85.77680525164114,1173,88.99848254931715
ATP1B2,ENSG00000129244,761,62.892561983471076,76,16.630196936542667,252,19.119878603945374
NAA38,ENSG00000183011,920,76.03305785123968,285,62.36323851203501,718,54.47647951441578
TRAPPC1,ENSG00000170043,846,69.91735537190083,293,64.11378555798687,986,74.81031866464339
RPL26,ENSG00000161970,1210,100.0,457,100.0,1318,100.0
STX8,ENSG00000170310,755,62.396694214876035,231,50.54704595185996,863,65.47799696509864
MAP2K4,ENSG00000065559,841,69.50413223140495,331,72.42888402625822,985,74.73444613050076
ZSWIM7,ENSG00000214941,671,55.45454545454545,201,43.98249452954048,652,49.46889226100152
TTC19,ENSG00000011295,963,79.58677685950413,330,72.21006564551422,999,75.79666160849773
CENPV,ENSG00000166582,1165,96.28099173553719,435,95.18599562363238,1266,96.0546282245827
UBB,ENSG00000170315,1098,90.74380165289256,427,93.43544857768052,1207,91.57814871016691
SNHG29,ENSG00000175061,1210,100.0,457,100.0,1312,99.54476479514416
COPS3,ENSG00000141030,673,55.619834710743795,229,50.10940919037199,801,60.77389984825493
PRPSAP2,ENSG00000141127,656,54.21487603305785,277,60.61269146608315,943,71.54779969650986
EPN2,ENSG00000072134,850,70.24793388429752,286,62.58205689277899,977,74.12746585735962
CCDC144NL-AS1,ENSG00000233098,1000,82.64462809917356,360,78.7746170678337,992,75.26555386949924
USP22,ENSG00000124422,1002,82.8099173553719,427,93.43544857768052,1243,94.30955993930196
WSB1,ENSG00000109046,1198,99.00826446280992,449,98.24945295404814,1297,98.40667678300456
NLK,ENSG00000087095,621,51.32231404958678,243,53.17286652078774,811,61.53262518968133
TMEM97,ENSG00000109084,665,54.958677685950406,216,47.26477024070022,558,42.33687405159332
RPL23A,ENSG00000198242,1210,100.0,457,100.0,1316,99.84825493171472
NUFIP2,ENSG00000108256,907,74.95867768595042,297,64.98905908096279,891,67.60242792109257
SSH2,ENSG00000141298,1041,86.03305785123968,414,90.59080962800876,1264,95.90288315629742
NSRP1,ENSG00000126653,948,78.34710743801652,281,61.48796498905909,821,62.29135053110774
GOSR1,ENSG00000108587,806,66.61157024793388,275,60.17505470459519,808,61.305007587253414
ENSG00000214719,ENSG00000214719,759,62.727272727272734,207,45.29540481400438,606,45.97875569044006
CRLF3,ENSG00000176390,804,66.44628099173553,240,52.516411378555794,884,67.07132018209408
SUZ12,ENSG00000178691,921,76.11570247933884,312,68.27133479212254,866,65.70561456752657
RHOT1,ENSG00000126858,705,58.26446280991735,255,55.798687089715536,817,61.98786039453717
ZNF207,ENSG00000010244,922,76.19834710743801,337,73.7417943107221,979,74.27921092564492
TMEM98,ENSG00000006042,766,63.30578512396694,236,51.64113785557986,465,35.28072837632777
RFFL,ENSG00000092871,725,59.917355371900825,189,41.35667396061269,645,48.937784522003035
AP2B1,ENSG00000006125,1014,83.80165289256199,382,83.58862144420132,1182,89.68133535660091
TAF15,ENSG00000270647,1094,90.41322314049587,423,92.5601750547046,1167,88.5432473444613
ZNHIT3,ENSG00000273611,720,59.50413223140496,233,50.984682713347915,864,65.55386949924127
ACACA,ENSG00000278540,843,69.66942148760332,270,59.08096280087527,975,73.97572078907434
SYNRG,ENSG00000275066,662,54.710743801652896,267,58.42450765864332,829,62.89833080424886
DDX52,ENSG00000278053,760,62.8099173553719,263,57.54923413566739,766,58.11836115326252
PSMB3,ENSG00000277791,977,80.74380165289257,357,78.11816192560175,1109,84.14264036418815
RPL23,ENSG00000125691,1210,100.0,457,100.0,1318,100.0
RPL19,ENSG00000108298,1210,100.0,457,100.0,1318,100.0
FBXL20,ENSG00000108306,856,70.74380165289256,351,76.80525164113786,939,71.2443095599393
CDK12,ENSG00000167258,692,57.190082644628106,247,54.04814004376368,909,68.96813353566009
PSMD3,ENSG00000108344,645,53.30578512396694,215,47.04595185995623,765,58.04248861911988
MSL1,ENSG00000188895,706,58.34710743801653,226,49.45295404814004,766,58.11836115326252
CASC3,ENSG00000108349,612,50.57851239669422,216,47.26477024070022,769,58.34597875569044
SMARCE1,ENSG00000073584,939,77.60330578512396,405,88.62144420131291,1171,88.84673748103187
KRT10,ENSG00000186395,978,80.82644628099173,320,70.02188183807439,981,74.4309559939302
EIF1,ENSG00000173812,1207,99.75206611570248,457,100.0,1318,100.0
FKBP10,ENSG00000141756,785,64.87603305785123,98,21.444201312910284,25,1.896813353566009
DNAJC7,ENSG00000168259,870,71.900826446281,321,70.24070021881839,908,68.89226100151745
RAB5C,ENSG00000108774,738,60.99173553719008,266,58.20568927789934,879,66.69195751138088
COA3,ENSG00000183978,710,58.67768595041323,222,48.57768052516411,747,56.676783004552355
RPL27,ENSG00000131469,1210,100.0,457,100.0,1318,100.0
GPATCH8,ENSG00000186566,1075,88.84297520661157,389,85.12035010940919,1163,88.23975720789075
FZD2,ENSG00000180340,642,53.05785123966942,158,34.57330415754923,258,19.575113808801213
EFTUD2,ENSG00000108883,666,55.04132231404959,155,33.91684901531728,537,40.743550834597876
GOSR2,ENSG00000108433,615,50.82644628099173,200,43.7636761487965,725,55.00758725341427
CDC27,ENSG00000004897,700,57.85123966942148,269,58.86214442013129,897,68.05766312594841
NPEPPS,ENSG00000141279,919,75.9504132231405,351,76.80525164113786,1057,80.19726858877087
KPNB1,ENSG00000108424,1065,88.01652892561982,347,75.92997811816193,1084,82.24582701062215
ATP5MC1,ENSG00000159199,793,65.53719008264463,248,54.26695842450766,977,74.12746585735962
SNF8,ENSG00000159210,685,56.611570247933884,280,61.2691466083151,919,69.7268588770865
IGF2BP1,ENSG00000159217,732,60.49586776859505,283,61.925601750547045,748,56.752655538694995
ZNF652,ENSG00000198740,660,54.54545454545454,252,55.14223194748359,857,65.0227617602428
SPOP,ENSG00000121067,681,56.28099173553719,244,53.39168490153173,898,68.13353566009106
MRPL27,ENSG00000108826,762,62.97520661157024,237,51.85995623632385,795,60.31866464339909
LUC7L3,ENSG00000108848,1170,96.69421487603306,444,97.15536105032822,1277,96.88922610015175
SPAG9,ENSG00000008294,1022,84.46280991735537,421,92.12253829321662,1206,91.50227617602428
NME1,ENSG00000239672,1057,87.35537190082646,370,80.96280087527352,1155,87.63277693474963
NME2,ENSG00000243678,1193,98.59504132231405,437,95.62363238512035,1270,96.35811836115326
MBTD1,ENSG00000011258,768,63.47107438016529,280,61.2691466083151,858,65.09863429438543
COX11,ENSG00000166260,605,50.0,213,46.608315098468275,667,50.60698027314112
STXBP4,ENSG00000166263,653,53.96694214876033,207,45.29540481400438,555,42.1092564491654
COIL,ENSG00000121058,651,53.80165289256198,185,40.48140043763676,686,52.04855842185129
MSI2,ENSG00000153944,1178,97.35537190082646,447,97.81181619256017,1235,93.70257966616084
MRPS23,ENSG00000181610,650,53.71900826446281,216,47.26477024070022,671,50.910470409711685
SUPT4H1,ENSG00000213246,667,55.12396694214876,249,54.48577680525164,753,57.132018209408194
TEX14,ENSG00000121101,859,70.99173553719008,312,68.27133479212254,871,66.08497723823976
PPM1E,ENSG00000175175,876,72.39669421487604,370,80.96280087527352,1148,87.10166919575114
TRIM37,ENSG00000108395,641,52.97520661157024,168,36.76148796498906,757,57.43550834597876
SKA2,ENSG00000182628,933,77.10743801652893,341,74.61706783369803,1004,76.17602427921094
DHX40,ENSG00000108406,938,77.52066115702479,238,52.078774617067836,663,50.30349013657056
PTRH2,ENSG00000141378,721,59.586776859504134,223,48.796498905908095,729,55.31107738998483
VMP1,ENSG00000062716,767,63.38842975206611,294,64.33260393873084,922,69.95447647951441
USP32,ENSG00000170832,781,64.54545454545455,270,59.08096280087527,934,70.8649468892261
APPBP2,ENSG00000062725,805,66.52892561983471,251,54.92341356673961,820,62.2154779969651
BCAS3,ENSG00000141376,722,59.6694214876033,283,61.925601750547045,880,66.76783004552352
MRC2,ENSG00000011028,684,56.528925619834716,44,9.62800875273523,74,5.614567526555387
DCAF7,ENSG00000136485,858,70.9090909090909,332,72.64770240700219,1075,81.56297420333838
CCDC47,ENSG00000108588,754,62.314049586776854,195,42.669584245076585,669,50.758725341426405
DDX42,ENSG00000198231,666,55.04132231404959,204,44.63894967177243,697,52.88315629742033
DDX5,ENSG00000108654,1205,99.58677685950413,456,99.78118161925602,1316,99.84825493171472
CEP95,ENSG00000258890,696,57.52066115702479,246,53.82932166301969,827,62.74658573596358
SMURF2,ENSG00000108854,864,71.40495867768595,347,75.92997811816193,1010,76.63125948406677
HELZ,ENSG00000198265,839,69.33884297520662,299,65.42669584245077,926,70.25796661608497
PITPNC1,ENSG00000154217,730,60.33057851239669,326,71.33479212253829,1116,84.67374810318664
